panel,K,schedule_type,fixed_parent_lots,relative_time,child_times_relative,component,mean,ci_low,ci_high,n,artifact_provenance,sign_convention
fixed_parent_do0_subtracted_path,5,twap,-130,75.0,0;1;2;3;4,do0_subtracted_price_path,2.63,0.0,5.512500000000003,200,data/market_impact_study/strategic_groundtruth/metaorder_stage1_slices_n200_s0_balanced/step_030/slices_005/summary_metaorder_step030_slices005_paths.npz,"Q=-X_sim; fixed plotted parent Q=-130 in stored intervention-lots coordinates; y-axis is do(Q,K) branch price path minus do(0)"
fixed_parent_do0_subtracted_path,5,twap,-130,80.0,0;1;2;3;4,do0_subtracted_price_path,2.57,0.0,6.0,200,data/market_impact_study/strategic_groundtruth/metaorder_stage1_slices_n200_s0_balanced/step_030/slices_005/summary_metaorder_step030_slices005_paths.npz,"Q=-X_sim; fixed plotted parent Q=-130 in stored intervention-lots coordinates; y-axis is do(Q,K) branch price path minus do(0)"
fixed_parent_do0_subtracted_path,5,twap,-130,85.0,0;1;2;3;4,do0_subtracted_price_path,2.54,0.0,6.0,200,data/market_impact_study/strategic_groundtruth/metaorder_stage1_slices_n200_s0_balanced/step_030/slices_005/summary_metaorder_step030_slices005_paths.npz,"Q=-X_sim; fixed plotted parent Q=-130 in stored intervention-lots coordinates; y-axis is do(Q,K) branch price path minus do(0)"
fixed_parent_do0_subtracted_path,5,twap,-130,90.0,0;1;2;3;4,do0_subtracted_price_path,2.54,0.0,6.0,200,data/market_impact_study/strategic_groundtruth/metaorder_stage1_slices_n200_s0_balanced/step_030/slices_005/summary_metaorder_step030_slices005_paths.npz,"Q=-X_sim; fixed plotted parent Q=-130 in stored intervention-lots coordinates; y-axis is do(Q,K) branch price path minus do(0)"
fixed_parent_do0_subtracted_path,5,twap,-130,95.0,0;1;2;3;4,do0_subtracted_price_path,2.575,0.0,6.0,200,data/market_impact_study/strategic_groundtruth/metaorder_stage1_slices_n200_s0_balanced/step_030/slices_005/summary_metaorder_step030_slices005_paths.npz,"Q=-X_sim; fixed plotted parent Q=-130 in stored intervention-lots coordinates; y-axis is do(Q,K) branch price path minus do(0)"
fixed_parent_do0_subtracted_path,5,twap,-130,100.0,0;1;2;3;4,do0_subtracted_price_path,2.59,0.0,6.0,200,data/market_impact_study/strategic_groundtruth/metaorder_stage1_slices_n200_s0_balanced/step_030/slices_005/summary_metaorder_step030_slices005_paths.npz,"Q=-X_sim; fixed plotted parent Q=-130 in stored intervention-lots coordinates; y-axis is do(Q,K) branch price path minus do(0)"
fixed_parent_do0_subtracted_path,5,twap,-130,105.0,0;1;2;3;4,do0_subtracted_price_path,2.6325,0.0,6.0,200,data/market_impact_study/strategic_groundtruth/metaorder_stage1_slices_n200_s0_balanced/step_030/slices_005/summary_metaorder_step030_slices005_paths.npz,"Q=-X_sim; fixed plotted parent Q=-130 in stored intervention-lots coordinates; y-axis is do(Q,K) branch price path minus do(0)"
fixed_parent_do0_subtracted_path,5,twap,-130,110.0,0;1;2;3;4,do0_subtracted_price_path,2.59,0.0,6.0,200,data/market_impact_study/strategic_groundtruth/metaorder_stage1_slices_n200_s0_balanced/step_030/slices_005/summary_metaorder_step030_slices005_paths.npz,"Q=-X_sim; fixed plotted parent Q=-130 in stored intervention-lots coordinates; y-axis is do(Q,K) branch price path minus do(0)"
fixed_parent_do0_subtracted_path,5,twap,-130,115.0,0;1;2;3;4,do0_subtracted_price_path,2.6225,0.0,6.0,200,data/market_impact_study/strategic_groundtruth/metaorder_stage1_slices_n200_s0_balanced/step_030/slices_005/summary_metaorder_step030_slices005_paths.npz,"Q=-X_sim; fixed plotted parent Q=-130 in stored intervention-lots coordinates; y-axis is do(Q,K) branch price path minus do(0)"
fixed_parent_do0_subtracted_path,5,twap,-130,120.0,0;1;2;3;4,do0_subtracted_price_path,2.6125,0.0,6.0,200,data/market_impact_study/strategic_groundtruth/metaorder_stage1_slices_n200_s0_balanced/step_030/slices_005/summary_metaorder_step030_slices005_paths.npz,"Q=-X_sim; fixed plotted parent Q=-130 in stored intervention-lots coordinates; y-axis is do(Q,K) branch price path minus do(0)"
fixed_parent_do0_subtracted_path,10,twap,-130,0.0,0;1;2;3;4;5;6;7;8;9,do0_subtracted_price_path,0.0,0.0,0.0,200,data/market_impact_study/strategic_groundtruth/metaorder_stage1_slices_n200_s0_balanced/step_030/slices_010/summary_metaorder_step030_slices010_paths.npz,"Q=-X_sim; fixed plotted parent Q=-130 in stored intervention-lots coordinates; y-axis is do(Q,K) branch price path minus do(0)"
fixed_parent_do0_subtracted_path,10,twap,-130,5.0,0;1;2;3;4;5;6;7;8;9,do0_subtracted_price_path,2.2325,0.0,4.0,200,data/market_impact_study/strategic_groundtruth/metaorder_stage1_slices_n200_s0_balanced/step_030/slices_010/summary_metaorder_step030_slices010_paths.npz,"Q=-X_sim; fixed plotted parent Q=-130 in stored intervention-lots coordinates; y-axis is do(Q,K) branch price path minus do(0)"
fixed_parent_do0_subtracted_path,10,twap,-130,10.0,0;1;2;3;4;5;6;7;8;9,do0_subtracted_price_path,4.0275,0.48750000000000027,6.0,200,data/market_impact_study/strategic_groundtruth/metaorder_stage1_slices_n200_s0_balanced/step_030/slices_010/summary_metaorder_step030_slices010_paths.npz,"Q=-X_sim; fixed plotted parent Q=-130 in stored intervention-lots coordinates; y-axis is do(Q,K) branch price path minus do(0)"
fixed_parent_do0_subtracted_path,10,twap,-130,15.0,0;1;2;3;4;5;6;7;8;9,do0_subtracted_price_path,3.5925,0.48750000000000027,6.0,200,data/market_impact_study/strategic_groundtruth/metaorder_stage1_slices_n200_s0_balanced/step_030/slices_010/summary_metaorder_step030_slices010_paths.npz,"Q=-X_sim; fixed plotted parent Q=-130 in stored intervention-lots coordinates; y-axis is do(Q,K) branch price path minus do(0)"
fixed_parent_do0_subtracted_path,10,twap,-130,20.0,0;1;2;3;4;5;6;7;8;9,do0_subtracted_price_path,3.3975,0.0,6.0,200,data/market_impact_study/strategic_groundtruth/metaorder_stage1_slices_n200_s0_balanced/step_030/slices_010/summary_metaorder_step030_slices010_paths.npz,"Q=-X_sim; fixed plotted parent Q=-130 in stored intervention-lots coordinates; y-axis is do(Q,K) branch price path minus do(0)"
fixed_parent_do0_subtracted_path,10,twap,-130,25.0,0;1;2;3;4;5;6;7;8;9,do0_subtracted_price_path,3.325,0.0,6.0,200,data/market_impact_study/strategic_groundtruth/metaorder_stage1_slices_n200_s0_balanced/step_030/slices_010/summary_metaorder_step030_slices010_paths.npz,"Q=-X_sim; fixed plotted parent Q=-130 in stored intervention-lots coordinates; y-axis is do(Q,K) branch price path minus do(0)"
fixed_parent_do0_subtracted_path,10,twap,-130,30.0,0;1;2;3;4;5;6;7;8;9,do0_subtracted_price_path,3.29,0.0,6.0,200,data/market_impact_study/strategic_groundtruth/metaorder_stage1_slices_n200_s0_balanced/step_030/slices_010/summary_metaorder_step030_slices010_paths.npz,"Q=-X_sim; fixed plotted parent Q=-130 in stored intervention-lots coordinates; y-axis is do(Q,K) branch price path minus do(0)"
fixed_parent_do0_subtracted_path,10,twap,-130,35.0,0;1;2;3;4;5;6;7;8;9,do0_subtracted_price_path,3.145,0.0,6.0,200,data/market_impact_study/strategic_groundtruth/metaorder_stage1_slices_n200_s0_balanced/step_030/slices_010/summary_metaorder_step030_slices010_paths.npz,"Q=-X_sim; fixed plotted parent Q=-130 in stored intervention-lots coordinates; y-axis is do(Q,K) branch price path minus do(0)"
fixed_parent_do0_subtracted_path,10,twap,-130,40.0,0;1;2;3;4;5;6;7;8;9,do0_subtracted_price_path,3.1,0.0,6.0,200,data/market_impact_study/strategic_groundtruth/metaorder_stage1_slices_n200_s0_balanced/step_030/slices_010/summary_metaorder_step030_slices010_paths.npz,"Q=-X_sim; fixed plotted parent Q=-130 in stored intervention-lots coordinates; y-axis is do(Q,K) branch price path minus do(0)"
fixed_parent_do0_subtracted_path,10,twap,-130,45.0,0;1;2;3;4;5;6;7;8;9,do0_subtracted_price_path,3.0925,0.0,6.0,200,data/market_impact_study/strategic_groundtruth/metaorder_stage1_slices_n200_s0_balanced/step_030/slices_010/summary_metaorder_step030_slices010_paths.npz,"Q=-X_sim; fixed plotted parent Q=-130 in stored intervention-lots coordinates; y-axis is do(Q,K) branch price path minus do(0)"
fixed_parent_do0_subtracted_path,10,twap,-130,50.0,0;1;2;3;4;5;6;7;8;9,do0_subtracted_price_path,2.925,0.0,6.0,200,data/market_impact_study/strategic_groundtruth/metaorder_stage1_slices_n200_s0_balanced/step_030/slices_010/summary_metaorder_step030_slices010_paths.npz,"Q=-X_sim; fixed plotted parent Q=-130 in stored intervention-lots coordinates; y-axis is do(Q,K) branch price path minus do(0)"
fixed_parent_do0_subtracted_path,10,twap,-130,55.0,0;1;2;3;4;5;6;7;8;9,do0_subtracted_price_path,2.8275,0.0,5.512500000000003,200,data/market_impact_study/strategic_groundtruth/metaorder_stage1_slices_n200_s0_balanced/step_030/slices_010/summary_metaorder_step030_slices010_paths.npz,"Q=-X_sim; fixed plotted parent Q=-130 in stored intervention-lots coordinates; y-axis is do(Q,K) branch price path minus do(0)"
fixed_parent_do0_subtracted_path,10,twap,-130,60.0,0;1;2;3;4;5;6;7;8;9,do0_subtracted_price_path,2.81,0.0,5.512500000000003,200,data/market_impact_study/strategic_groundtruth/metaorder_stage1_slices_n200_s0_balanced/step_030/slices_010/summary_metaorder_step030_slices010_paths.npz,"Q=-X_sim; fixed plotted parent Q=-130 in stored intervention-lots coordinates; y-axis is do(Q,K) branch price path minus do(0)"
fixed_parent_do0_subtracted_path,10,twap,-130,65.0,0;1;2;3;4;5;6;7;8;9,do0_subtracted_price_path,2.8025,0.0,6.0,200,data/market_impact_study/strategic_groundtruth/metaorder_stage1_slices_n200_s0_balanced/step_030/slices_010/summary_metaorder_step030_slices010_paths.npz,"Q=-X_sim; fixed plotted parent Q=-130 in stored intervention-lots coordinates; y-axis is do(Q,K) branch price path minus do(0)"
fixed_parent_do0_subtracted_path,10,twap,-130,70.0,0;1;2;3;4;5;6;7;8;9,do0_subtracted_price_path,2.71,0.0,6.0,200,data/market_impact_study/strategic_groundtruth/metaorder_stage1_slices_n200_s0_balanced/step_030/slices_010/summary_metaorder_step030_slices010_paths.npz,"Q=-X_sim; fixed plotted parent Q=-130 in stored intervention-lots coordinates; y-axis is do(Q,K) branch price path minus do(0)"
fixed_parent_do0_subtracted_path,10,twap,-130,75.0,0;1;2;3;4;5;6;7;8;9,do0_subtracted_price_path,2.7075,0.0,6.0,200,data/market_impact_study/strategic_groundtruth/metaorder_stage1_slices_n200_s0_balanced/step_030/slices_010/summary_metaorder_step030_slices010_paths.npz,"Q=-X_sim; fixed plotted parent Q=-130 in stored intervention-lots coordinates; y-axis is do(Q,K) branch price path minus do(0)"
fixed_parent_do0_subtracted_path,10,twap,-130,80.0,0;1;2;3;4;5;6;7;8;9,do0_subtracted_price_path,2.615,0.0,6.0,200,data/market_impact_study/strategic_groundtruth/metaorder_stage1_slices_n200_s0_balanced/step_030/slices_010/summary_metaorder_step030_slices010_paths.npz,"Q=-X_sim; fixed plotted parent Q=-130 in stored intervention-lots coordinates; y-axis is do(Q,K) branch price path minus do(0)"
fixed_parent_do0_subtracted_path,10,twap,-130,85.0,0;1;2;3;4;5;6;7;8;9,do0_subtracted_price_path,2.59,0.0,6.0,200,data/market_impact_study/strategic_groundtruth/metaorder_stage1_slices_n200_s0_balanced/step_030/slices_010/summary_metaorder_step030_slices010_paths.npz,"Q=-X_sim; fixed plotted parent Q=-130 in stored intervention-lots coordinates; y-axis is do(Q,K) branch price path minus do(0)"
fixed_parent_do0_subtracted_path,10,twap,-130,90.0,0;1;2;3;4;5;6;7;8;9,do0_subtracted_price_path,2.5925,0.0,6.0,200,data/market_impact_study/strategic_groundtruth/metaorder_stage1_slices_n200_s0_balanced/step_030/slices_010/summary_metaorder_step030_slices010_paths.npz,"Q=-X_sim; fixed plotted parent Q=-130 in stored intervention-lots coordinates; y-axis is do(Q,K) branch price path minus do(0)"
fixed_parent_do0_subtracted_path,10,twap,-130,95.0,0;1;2;3;4;5;6;7;8;9,do0_subtracted_price_path,2.6425,0.0,6.0,200,data/market_impact_study/strategic_groundtruth/metaorder_stage1_slices_n200_s0_balanced/step_030/slices_010/summary_metaorder_step030_slices010_paths.npz,"Q=-X_sim; fixed plotted parent Q=-130 in stored intervention-lots coordinates; y-axis is do(Q,K) branch price path minus do(0)"
fixed_parent_do0_subtracted_path,10,twap,-130,100.0,0;1;2;3;4;5;6;7;8;9,do0_subtracted_price_path,2.6375,0.0,6.0,200,data/market_impact_study/strategic_groundtruth/metaorder_stage1_slices_n200_s0_balanced/step_030/slices_010/summary_metaorder_step030_slices010_paths.npz,"Q=-X_sim; fixed plotted parent Q=-130 in stored intervention-lots coordinates; y-axis is do(Q,K) branch price path minus do(0)"
fixed_parent_do0_subtracted_path,10,twap,-130,105.0,0;1;2;3;4;5;6;7;8;9,do0_subtracted_price_path,2.6325,0.0,6.0,200,data/market_impact_study/strategic_groundtruth/metaorder_stage1_slices_n200_s0_balanced/step_030/slices_010/summary_metaorder_step030_slices010_paths.npz,"Q=-X_sim; fixed plotted parent Q=-130 in stored intervention-lots coordinates; y-axis is do(Q,K) branch price path minus do(0)"
fixed_parent_do0_subtracted_path,10,twap,-130,110.0,0;1;2;3;4;5;6;7;8;9,do0_subtracted_price_path,2.675,0.0,6.0,200,data/market_impact_study/strategic_groundtruth/metaorder_stage1_slices_n200_s0_balanced/step_030/slices_010/summary_metaorder_step030_slices010_paths.npz,"Q=-X_sim; fixed plotted parent Q=-130 in stored intervention-lots coordinates; y-axis is do(Q,K) branch price path minus do(0)"
fixed_parent_do0_subtracted_path,10,twap,-130,115.0,0;1;2;3;4;5;6;7;8;9,do0_subtracted_price_path,2.65,0.0,6.0,200,data/market_impact_study/strategic_groundtruth/metaorder_stage1_slices_n200_s0_balanced/step_030/slices_010/summary_metaorder_step030_slices010_paths.npz,"Q=-X_sim; fixed plotted parent Q=-130 in stored intervention-lots coordinates; y-axis is do(Q,K) branch price path minus do(0)"
fixed_parent_do0_subtracted_path,10,twap,-130,120.0,0;1;2;3;4;5;6;7;8;9,do0_subtracted_price_path,2.62,0.0,6.0,200,data/market_impact_study/strategic_groundtruth/metaorder_stage1_slices_n200_s0_balanced/step_030/slices_010/summary_metaorder_step030_slices010_paths.npz,"Q=-X_sim; fixed plotted parent Q=-130 in stored intervention-lots coordinates; y-axis is do(Q,K) branch price path minus do(0)"
