panel,K,schedule_type,fixed_parent_lots,relative_time,child_times_relative,component,mean,ci_low,ci_high,n,artifact_provenance,sign_convention,arm,estimate,target,target_gap,ci_width,support_rate,clipping_rate,sample_size,clusters,inference_unit,ci_method,first_stage_F,clone_integrity_pass,fseq_balance_ticks,abs_fseq_balance_ticks,new_information,sequential_mechanics,terminal_response,abs_terminal,abs_mechanics,retention_ratio
fixed_parent_path,5.0,twap,-130.0,70.0,0;1;2;3;4,do0_subtracted_price_path,2.6575,0.0,6.0,200.0,data/market_impact_study/strategic_groundtruth/metaorder_stage1_slices_n200_s0_balanced/step_030/slices_005/summary_metaorder_step030_slices005_paths.npz,"Q=-X_sim; fixed plotted parent Q=-130 in stored intervention-lots coordinates; y-axis is do(Q,K) branch price path minus do(0)",,,,,,,,,,,,,,,,,,,,,
fixed_parent_path,5.0,twap,-130.0,75.0,0;1;2;3;4,do0_subtracted_price_path,2.63,0.0,5.512500000000003,200.0,data/market_impact_study/strategic_groundtruth/metaorder_stage1_slices_n200_s0_balanced/step_030/slices_005/summary_metaorder_step030_slices005_paths.npz,"Q=-X_sim; fixed plotted parent Q=-130 in stored intervention-lots coordinates; y-axis is do(Q,K) branch price path minus do(0)",,,,,,,,,,,,,,,,,,,,,
fixed_parent_path,5.0,twap,-130.0,80.0,0;1;2;3;4,do0_subtracted_price_path,2.57,0.0,6.0,200.0,data/market_impact_study/strategic_groundtruth/metaorder_stage1_slices_n200_s0_balanced/step_030/slices_005/summary_metaorder_step030_slices005_paths.npz,"Q=-X_sim; fixed plotted parent Q=-130 in stored intervention-lots coordinates; y-axis is do(Q,K) branch price path minus do(0)",,,,,,,,,,,,,,,,,,,,,
fixed_parent_path,5.0,twap,-130.0,85.0,0;1;2;3;4,do0_subtracted_price_path,2.54,0.0,6.0,200.0,data/market_impact_study/strategic_groundtruth/metaorder_stage1_slices_n200_s0_balanced/step_030/slices_005/summary_metaorder_step030_slices005_paths.npz,"Q=-X_sim; fixed plotted parent Q=-130 in stored intervention-lots coordinates; y-axis is do(Q,K) branch price path minus do(0)",,,,,,,,,,,,,,,,,,,,,
fixed_parent_path,5.0,twap,-130.0,90.0,0;1;2;3;4,do0_subtracted_price_path,2.54,0.0,6.0,200.0,data/market_impact_study/strategic_groundtruth/metaorder_stage1_slices_n200_s0_balanced/step_030/slices_005/summary_metaorder_step030_slices005_paths.npz,"Q=-X_sim; fixed plotted parent Q=-130 in stored intervention-lots coordinates; y-axis is do(Q,K) branch price path minus do(0)",,,,,,,,,,,,,,,,,,,,,
fixed_parent_path,5.0,twap,-130.0,95.0,0;1;2;3;4,do0_subtracted_price_path,2.575,0.0,6.0,200.0,data/market_impact_study/strategic_groundtruth/metaorder_stage1_slices_n200_s0_balanced/step_030/slices_005/summary_metaorder_step030_slices005_paths.npz,"Q=-X_sim; fixed plotted parent Q=-130 in stored intervention-lots coordinates; y-axis is do(Q,K) branch price path minus do(0)",,,,,,,,,,,,,,,,,,,,,
fixed_parent_path,5.0,twap,-130.0,100.0,0;1;2;3;4,do0_subtracted_price_path,2.59,0.0,6.0,200.0,data/market_impact_study/strategic_groundtruth/metaorder_stage1_slices_n200_s0_balanced/step_030/slices_005/summary_metaorder_step030_slices005_paths.npz,"Q=-X_sim; fixed plotted parent Q=-130 in stored intervention-lots coordinates; y-axis is do(Q,K) branch price path minus do(0)",,,,,,,,,,,,,,,,,,,,,
fixed_parent_path,5.0,twap,-130.0,105.0,0;1;2;3;4,do0_subtracted_price_path,2.6325,0.0,6.0,200.0,data/market_impact_study/strategic_groundtruth/metaorder_stage1_slices_n200_s0_balanced/step_030/slices_005/summary_metaorder_step030_slices005_paths.npz,"Q=-X_sim; fixed plotted parent Q=-130 in stored intervention-lots coordinates; y-axis is do(Q,K) branch price path minus do(0)",,,,,,,,,,,,,,,,,,,,,
fixed_parent_path,5.0,twap,-130.0,110.0,0;1;2;3;4,do0_subtracted_price_path,2.59,0.0,6.0,200.0,data/market_impact_study/strategic_groundtruth/metaorder_stage1_slices_n200_s0_balanced/step_030/slices_005/summary_metaorder_step030_slices005_paths.npz,"Q=-X_sim; fixed plotted parent Q=-130 in stored intervention-lots coordinates; y-axis is do(Q,K) branch price path minus do(0)",,,,,,,,,,,,,,,,,,,,,
fixed_parent_path,5.0,twap,-130.0,115.0,0;1;2;3;4,do0_subtracted_price_path,2.6225,0.0,6.0,200.0,data/market_impact_study/strategic_groundtruth/metaorder_stage1_slices_n200_s0_balanced/step_030/slices_005/summary_metaorder_step030_slices005_paths.npz,"Q=-X_sim; fixed plotted parent Q=-130 in stored intervention-lots coordinates; y-axis is do(Q,K) branch price path minus do(0)",,,,,,,,,,,,,,,,,,,,,
fixed_parent_path,5.0,twap,-130.0,120.0,0;1;2;3;4,do0_subtracted_price_path,2.6125,0.0,6.0,200.0,data/market_impact_study/strategic_groundtruth/metaorder_stage1_slices_n200_s0_balanced/step_030/slices_005/summary_metaorder_step030_slices005_paths.npz,"Q=-X_sim; fixed plotted parent Q=-130 in stored intervention-lots coordinates; y-axis is do(Q,K) branch price path minus do(0)",,,,,,,,,,,,,,,,,,,,,
fixed_parent_path,10.0,twap,-130.0,0.0,0;1;2;3;4;5;6;7;8;9,do0_subtracted_price_path,0.0,0.0,0.0,200.0,data/market_impact_study/strategic_groundtruth/metaorder_stage1_slices_n200_s0_balanced/step_030/slices_010/summary_metaorder_step030_slices010_paths.npz,"Q=-X_sim; fixed plotted parent Q=-130 in stored intervention-lots coordinates; y-axis is do(Q,K) branch price path minus do(0)",,,,,,,,,,,,,,,,,,,,,
fixed_parent_path,10.0,twap,-130.0,5.0,0;1;2;3;4;5;6;7;8;9,do0_subtracted_price_path,2.2325,0.0,4.0,200.0,data/market_impact_study/strategic_groundtruth/metaorder_stage1_slices_n200_s0_balanced/step_030/slices_010/summary_metaorder_step030_slices010_paths.npz,"Q=-X_sim; fixed plotted parent Q=-130 in stored intervention-lots coordinates; y-axis is do(Q,K) branch price path minus do(0)",,,,,,,,,,,,,,,,,,,,,
fixed_parent_path,10.0,twap,-130.0,10.0,0;1;2;3;4;5;6;7;8;9,do0_subtracted_price_path,4.0275,0.4875000000000002,6.0,200.0,data/market_impact_study/strategic_groundtruth/metaorder_stage1_slices_n200_s0_balanced/step_030/slices_010/summary_metaorder_step030_slices010_paths.npz,"Q=-X_sim; fixed plotted parent Q=-130 in stored intervention-lots coordinates; y-axis is do(Q,K) branch price path minus do(0)",,,,,,,,,,,,,,,,,,,,,
fixed_parent_path,10.0,twap,-130.0,15.0,0;1;2;3;4;5;6;7;8;9,do0_subtracted_price_path,3.5925,0.4875000000000002,6.0,200.0,data/market_impact_study/strategic_groundtruth/metaorder_stage1_slices_n200_s0_balanced/step_030/slices_010/summary_metaorder_step030_slices010_paths.npz,"Q=-X_sim; fixed plotted parent Q=-130 in stored intervention-lots coordinates; y-axis is do(Q,K) branch price path minus do(0)",,,,,,,,,,,,,,,,,,,,,
fixed_parent_path,10.0,twap,-130.0,20.0,0;1;2;3;4;5;6;7;8;9,do0_subtracted_price_path,3.3975,0.0,6.0,200.0,data/market_impact_study/strategic_groundtruth/metaorder_stage1_slices_n200_s0_balanced/step_030/slices_010/summary_metaorder_step030_slices010_paths.npz,"Q=-X_sim; fixed plotted parent Q=-130 in stored intervention-lots coordinates; y-axis is do(Q,K) branch price path minus do(0)",,,,,,,,,,,,,,,,,,,,,
fixed_parent_path,10.0,twap,-130.0,25.0,0;1;2;3;4;5;6;7;8;9,do0_subtracted_price_path,3.325,0.0,6.0,200.0,data/market_impact_study/strategic_groundtruth/metaorder_stage1_slices_n200_s0_balanced/step_030/slices_010/summary_metaorder_step030_slices010_paths.npz,"Q=-X_sim; fixed plotted parent Q=-130 in stored intervention-lots coordinates; y-axis is do(Q,K) branch price path minus do(0)",,,,,,,,,,,,,,,,,,,,,
fixed_parent_path,10.0,twap,-130.0,30.0,0;1;2;3;4;5;6;7;8;9,do0_subtracted_price_path,3.29,0.0,6.0,200.0,data/market_impact_study/strategic_groundtruth/metaorder_stage1_slices_n200_s0_balanced/step_030/slices_010/summary_metaorder_step030_slices010_paths.npz,"Q=-X_sim; fixed plotted parent Q=-130 in stored intervention-lots coordinates; y-axis is do(Q,K) branch price path minus do(0)",,,,,,,,,,,,,,,,,,,,,
fixed_parent_path,10.0,twap,-130.0,35.0,0;1;2;3;4;5;6;7;8;9,do0_subtracted_price_path,3.145,0.0,6.0,200.0,data/market_impact_study/strategic_groundtruth/metaorder_stage1_slices_n200_s0_balanced/step_030/slices_010/summary_metaorder_step030_slices010_paths.npz,"Q=-X_sim; fixed plotted parent Q=-130 in stored intervention-lots coordinates; y-axis is do(Q,K) branch price path minus do(0)",,,,,,,,,,,,,,,,,,,,,
fixed_parent_path,10.0,twap,-130.0,40.0,0;1;2;3;4;5;6;7;8;9,do0_subtracted_price_path,3.1,0.0,6.0,200.0,data/market_impact_study/strategic_groundtruth/metaorder_stage1_slices_n200_s0_balanced/step_030/slices_010/summary_metaorder_step030_slices010_paths.npz,"Q=-X_sim; fixed plotted parent Q=-130 in stored intervention-lots coordinates; y-axis is do(Q,K) branch price path minus do(0)",,,,,,,,,,,,,,,,,,,,,
fixed_parent_path,10.0,twap,-130.0,45.0,0;1;2;3;4;5;6;7;8;9,do0_subtracted_price_path,3.0925,0.0,6.0,200.0,data/market_impact_study/strategic_groundtruth/metaorder_stage1_slices_n200_s0_balanced/step_030/slices_010/summary_metaorder_step030_slices010_paths.npz,"Q=-X_sim; fixed plotted parent Q=-130 in stored intervention-lots coordinates; y-axis is do(Q,K) branch price path minus do(0)",,,,,,,,,,,,,,,,,,,,,
fixed_parent_path,10.0,twap,-130.0,50.0,0;1;2;3;4;5;6;7;8;9,do0_subtracted_price_path,2.925,0.0,6.0,200.0,data/market_impact_study/strategic_groundtruth/metaorder_stage1_slices_n200_s0_balanced/step_030/slices_010/summary_metaorder_step030_slices010_paths.npz,"Q=-X_sim; fixed plotted parent Q=-130 in stored intervention-lots coordinates; y-axis is do(Q,K) branch price path minus do(0)",,,,,,,,,,,,,,,,,,,,,
fixed_parent_path,10.0,twap,-130.0,55.0,0;1;2;3;4;5;6;7;8;9,do0_subtracted_price_path,2.8275,0.0,5.512500000000003,200.0,data/market_impact_study/strategic_groundtruth/metaorder_stage1_slices_n200_s0_balanced/step_030/slices_010/summary_metaorder_step030_slices010_paths.npz,"Q=-X_sim; fixed plotted parent Q=-130 in stored intervention-lots coordinates; y-axis is do(Q,K) branch price path minus do(0)",,,,,,,,,,,,,,,,,,,,,
fixed_parent_path,10.0,twap,-130.0,60.0,0;1;2;3;4;5;6;7;8;9,do0_subtracted_price_path,2.81,0.0,5.512500000000003,200.0,data/market_impact_study/strategic_groundtruth/metaorder_stage1_slices_n200_s0_balanced/step_030/slices_010/summary_metaorder_step030_slices010_paths.npz,"Q=-X_sim; fixed plotted parent Q=-130 in stored intervention-lots coordinates; y-axis is do(Q,K) branch price path minus do(0)",,,,,,,,,,,,,,,,,,,,,
fixed_parent_path,10.0,twap,-130.0,65.0,0;1;2;3;4;5;6;7;8;9,do0_subtracted_price_path,2.8025,0.0,6.0,200.0,data/market_impact_study/strategic_groundtruth/metaorder_stage1_slices_n200_s0_balanced/step_030/slices_010/summary_metaorder_step030_slices010_paths.npz,"Q=-X_sim; fixed plotted parent Q=-130 in stored intervention-lots coordinates; y-axis is do(Q,K) branch price path minus do(0)",,,,,,,,,,,,,,,,,,,,,
fixed_parent_path,10.0,twap,-130.0,70.0,0;1;2;3;4;5;6;7;8;9,do0_subtracted_price_path,2.71,0.0,6.0,200.0,data/market_impact_study/strategic_groundtruth/metaorder_stage1_slices_n200_s0_balanced/step_030/slices_010/summary_metaorder_step030_slices010_paths.npz,"Q=-X_sim; fixed plotted parent Q=-130 in stored intervention-lots coordinates; y-axis is do(Q,K) branch price path minus do(0)",,,,,,,,,,,,,,,,,,,,,
fixed_parent_path,10.0,twap,-130.0,75.0,0;1;2;3;4;5;6;7;8;9,do0_subtracted_price_path,2.7075,0.0,6.0,200.0,data/market_impact_study/strategic_groundtruth/metaorder_stage1_slices_n200_s0_balanced/step_030/slices_010/summary_metaorder_step030_slices010_paths.npz,"Q=-X_sim; fixed plotted parent Q=-130 in stored intervention-lots coordinates; y-axis is do(Q,K) branch price path minus do(0)",,,,,,,,,,,,,,,,,,,,,
fixed_parent_path,10.0,twap,-130.0,80.0,0;1;2;3;4;5;6;7;8;9,do0_subtracted_price_path,2.615,0.0,6.0,200.0,data/market_impact_study/strategic_groundtruth/metaorder_stage1_slices_n200_s0_balanced/step_030/slices_010/summary_metaorder_step030_slices010_paths.npz,"Q=-X_sim; fixed plotted parent Q=-130 in stored intervention-lots coordinates; y-axis is do(Q,K) branch price path minus do(0)",,,,,,,,,,,,,,,,,,,,,
fixed_parent_path,10.0,twap,-130.0,85.0,0;1;2;3;4;5;6;7;8;9,do0_subtracted_price_path,2.59,0.0,6.0,200.0,data/market_impact_study/strategic_groundtruth/metaorder_stage1_slices_n200_s0_balanced/step_030/slices_010/summary_metaorder_step030_slices010_paths.npz,"Q=-X_sim; fixed plotted parent Q=-130 in stored intervention-lots coordinates; y-axis is do(Q,K) branch price path minus do(0)",,,,,,,,,,,,,,,,,,,,,
fixed_parent_path,10.0,twap,-130.0,90.0,0;1;2;3;4;5;6;7;8;9,do0_subtracted_price_path,2.5925,0.0,6.0,200.0,data/market_impact_study/strategic_groundtruth/metaorder_stage1_slices_n200_s0_balanced/step_030/slices_010/summary_metaorder_step030_slices010_paths.npz,"Q=-X_sim; fixed plotted parent Q=-130 in stored intervention-lots coordinates; y-axis is do(Q,K) branch price path minus do(0)",,,,,,,,,,,,,,,,,,,,,
fixed_parent_path,10.0,twap,-130.0,95.0,0;1;2;3;4;5;6;7;8;9,do0_subtracted_price_path,2.6425,0.0,6.0,200.0,data/market_impact_study/strategic_groundtruth/metaorder_stage1_slices_n200_s0_balanced/step_030/slices_010/summary_metaorder_step030_slices010_paths.npz,"Q=-X_sim; fixed plotted parent Q=-130 in stored intervention-lots coordinates; y-axis is do(Q,K) branch price path minus do(0)",,,,,,,,,,,,,,,,,,,,,
fixed_parent_path,10.0,twap,-130.0,100.0,0;1;2;3;4;5;6;7;8;9,do0_subtracted_price_path,2.6375,0.0,6.0,200.0,data/market_impact_study/strategic_groundtruth/metaorder_stage1_slices_n200_s0_balanced/step_030/slices_010/summary_metaorder_step030_slices010_paths.npz,"Q=-X_sim; fixed plotted parent Q=-130 in stored intervention-lots coordinates; y-axis is do(Q,K) branch price path minus do(0)",,,,,,,,,,,,,,,,,,,,,
fixed_parent_path,10.0,twap,-130.0,105.0,0;1;2;3;4;5;6;7;8;9,do0_subtracted_price_path,2.6325,0.0,6.0,200.0,data/market_impact_study/strategic_groundtruth/metaorder_stage1_slices_n200_s0_balanced/step_030/slices_010/summary_metaorder_step030_slices010_paths.npz,"Q=-X_sim; fixed plotted parent Q=-130 in stored intervention-lots coordinates; y-axis is do(Q,K) branch price path minus do(0)",,,,,,,,,,,,,,,,,,,,,
fixed_parent_path,10.0,twap,-130.0,110.0,0;1;2;3;4;5;6;7;8;9,do0_subtracted_price_path,2.675,0.0,6.0,200.0,data/market_impact_study/strategic_groundtruth/metaorder_stage1_slices_n200_s0_balanced/step_030/slices_010/summary_metaorder_step030_slices010_paths.npz,"Q=-X_sim; fixed plotted parent Q=-130 in stored intervention-lots coordinates; y-axis is do(Q,K) branch price path minus do(0)",,,,,,,,,,,,,,,,,,,,,
fixed_parent_path,10.0,twap,-130.0,115.0,0;1;2;3;4;5;6;7;8;9,do0_subtracted_price_path,2.65,0.0,6.0,200.0,data/market_impact_study/strategic_groundtruth/metaorder_stage1_slices_n200_s0_balanced/step_030/slices_010/summary_metaorder_step030_slices010_paths.npz,"Q=-X_sim; fixed plotted parent Q=-130 in stored intervention-lots coordinates; y-axis is do(Q,K) branch price path minus do(0)",,,,,,,,,,,,,,,,,,,,,
fixed_parent_path,10.0,twap,-130.0,120.0,0;1;2;3;4;5;6;7;8;9,do0_subtracted_price_path,2.62,0.0,6.0,200.0,data/market_impact_study/strategic_groundtruth/metaorder_stage1_slices_n200_s0_balanced/step_030/slices_010/summary_metaorder_step030_slices010_paths.npz,"Q=-X_sim; fixed plotted parent Q=-130 in stored intervention-lots coordinates; y-axis is do(Q,K) branch price path minus do(0)",,,,,,,,,,,,,,,,,,,,,
matched_schedule_path,,,,,,,,3.3190395603827176,3.5569182696554655,,,,one_shot,3.4372537090279467,3.437253709027946,8.881784197001252e-16,0.2378787092727479,1.0,0.0,500000.0,500.0,seed-liquidity-alpha block,1000 replication block bootstrap,185.0,True,-1.5832085134492338e-05,0.0091692785835818,path-dependent residual propagation after matched sequential mechanics,,,,,
matched_schedule_path,,,,,,,,1.5308465274564285,1.6417589773759378,,,,twap_2,1.5864247887821277,1.5864247887821288,-1.1102230246251563e-15,0.1109124499195093,1.0,0.0,500000.0,500.0,seed-liquidity-alpha block,1000 replication block bootstrap,188.0,True,-5.4518863148712805e-06,0.0049083537266264,path-dependent residual propagation after matched sequential mechanics,,,,,
matched_schedule_path,,,,,,,,0.0,0.0,,,,twap_5,0.0,0.0,0.0,0.0,1.0,0.0,500000.0,500.0,seed-liquidity-alpha block,1000 replication block bootstrap,191.0,True,0.0,0.0,path-dependent residual propagation after matched sequential mechanics,,,,,
matched_schedule_path,,,,,,,,-0.9125531152704942,-0.8492601123591828,,,,twap_10,-0.8813471048789614,-0.8813471048789606,-7.771561172376097e-16,0.0632930029113114,1.0,0.0,500000.0,500.0,seed-liquidity-alpha block,1000 replication block bootstrap,194.0,True,8.021968665951866e-08,9.70024539264359e-05,path-dependent residual propagation after matched sequential mechanics,,,,,
matched_schedule_path,,,,,,,,-1.365777222980551,-1.2763837093026518,,,,twap_20,-1.3220206573184397,-1.3220206573184408,1.1102230246251563e-15,0.0893935136778991,1.0,0.0,500000.0,500.0,seed-liquidity-alpha block,1000 replication block bootstrap,197.0,True,1.614521483501953e-07,0.0001951548339017,path-dependent residual propagation after matched sequential mechanics,,,,,
matched_schedule_path,,,,,,,,2.715573924875297,2.917852963463447,,,,front_loaded,2.820310735612674,2.820310735612674,0.0,0.2022790385881503,1.0,0.0,500000.0,500.0,seed-liquidity-alpha block,1000 replication block bootstrap,200.0,True,-2.647766656702763e-08,3.2927061107439724e-05,path-dependent residual propagation after matched sequential mechanics,,,,,
matched_schedule_path,,,,,,,,-1.9165557789175964,-1.7862573126665393,,,,back_loaded,-1.8508289202458168,-1.8508289202458172,6.661338147750939e-16,0.1302984662510571,1.0,0.0,500000.0,500.0,seed-liquidity-alpha block,1000 replication block bootstrap,203.0,True,1.4943598229189347e-08,1.896150978643284e-05,path-dependent residual propagation after matched sequential mechanics,,,,,
matched_schedule_path,,,,,,,,2.2135356646787385,2.3759215345521114,,,,burst_pause_burst,2.291502472685297,2.291502472685297,0.0,0.1623858698733729,1.0,0.0,500000.0,500.0,seed-liquidity-alpha block,1000 replication block bootstrap,206.0,True,3.8630538573086394e-08,4.656816643823716e-05,path-dependent residual propagation after matched sequential mechanics,,,,,
matched_schedule_path,,,,,,,,0.5946670158554787,0.6382810320211681,,,,randomized_jitter,0.6169429734152728,0.6169429734152725,3.3306690738754696e-16,0.0436140161656894,1.0,0.0,500000.0,500.0,seed-liquidity-alpha block,1000 replication block bootstrap,209.0,True,-6.449707619986487e-09,8.058302158029423e-06,path-dependent residual propagation after matched sequential mechanics,,,,,
slicing_depth_components,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4418402777777777,1.1643518518518519,,,
slicing_depth_components,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8498263888888888,1.1374421296296295,,,
slicing_depth_components,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.134837962962963,1.1134259259259258,,,
terminal_retention,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012.0,2491.5,0.8075456552277744
terminal_retention,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1965.5,3196.5,0.6148912873455342
terminal_retention,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1924.0,3689.0,0.5215505557061534
