liquidity_scale,q_economic_intended,mean,std,count,ci_low,ci_high,outcome,support_rate,clipping_rate,panel,x,x_min,x_max,n,setting_id,setting_label,source_run_name,horizon,proxy,proxy_label,proxy_long_label,outcome_label,r2,beta,artifact_provenance
,,0.0,,,0.0,0.0,mechanics,,,normalizer_curve,0.0,0.0,0.0,1050.0,overnight_20260515,"liquidity sweep
L=1.5,2,3.5,10,50, |x|<=260",overnight_20260515,0.0,x_lots,x lots,treatment size $x$ (lots),mechanics,,,plots/build_evidence_synthesis_figures.py
,,-0.1914285714285714,,,-0.2065457273003737,-0.1763114155567691,mechanics,,,normalizer_curve,10.0,10.0,10.0,1050.0,overnight_20260515,"liquidity sweep
L=1.5,2,3.5,10,50, |x|<=260",overnight_20260515,0.0,x_lots,x lots,treatment size $x$ (lots),mechanics,,,plots/build_evidence_synthesis_figures.py
,,-0.4338095238095238,,,-0.4579905734286394,-0.4096284741904082,mechanics,,,normalizer_curve,30.0,30.0,30.0,1050.0,overnight_20260515,"liquidity sweep
L=1.5,2,3.5,10,50, |x|<=260",overnight_20260515,0.0,x_lots,x lots,treatment size $x$ (lots),mechanics,,,plots/build_evidence_synthesis_figures.py
,,-0.7957142857142857,,,-0.8265957102802302,-0.7648328611483413,mechanics,,,normalizer_curve,60.0,60.0,60.0,1050.0,overnight_20260515,"liquidity sweep
L=1.5,2,3.5,10,50, |x|<=260",overnight_20260515,0.0,x_lots,x lots,treatment size $x$ (lots),mechanics,,,plots/build_evidence_synthesis_figures.py
,,-1.0171428571428571,,,-1.0609883448670443,-0.97329736941867,mechanics,,,normalizer_curve,100.0,100.0,100.0,1050.0,overnight_20260515,"liquidity sweep
L=1.5,2,3.5,10,50, |x|<=260",overnight_20260515,0.0,x_lots,x lots,treatment size $x$ (lots),mechanics,,,plots/build_evidence_synthesis_figures.py
,,-1.5771428571428572,,,-1.6405779826723097,-1.5137077316134049,mechanics,,,normalizer_curve,160.0,160.0,160.0,1050.0,overnight_20260515,"liquidity sweep
L=1.5,2,3.5,10,50, |x|<=260",overnight_20260515,0.0,x_lots,x lots,treatment size $x$ (lots),mechanics,,,plots/build_evidence_synthesis_figures.py
,,-2.4509523809523808,,,-2.545917641683259,-2.3559871202215024,mechanics,,,normalizer_curve,260.0,260.0,260.0,1050.0,overnight_20260515,"liquidity sweep
L=1.5,2,3.5,10,50, |x|<=260",overnight_20260515,0.0,x_lots,x lots,treatment size $x$ (lots),mechanics,,,plots/build_evidence_synthesis_figures.py
,,4.182266009852217,,,4.118872424671975,4.24565959503246,mechanics,,,normalizer_curve,-0.6153976659228322,-0.7624633431085044,-0.5118110236220472,406.0,overnight_20260515,"liquidity sweep
L=1.5,2,3.5,10,50, |x|<=260",overnight_20260515,0.0,x_over_full_depth,x/full depth,"$x / D_{\rm opp,full}$",mechanics,,,plots/build_evidence_synthesis_figures.py
,,2.765432098765432,,,2.7356742881818836,2.7951899093489803,mechanics,,,normalizer_curve,-0.3853936026463855,-0.5108055009823183,-0.3180914512922465,405.0,overnight_20260515,"liquidity sweep
L=1.5,2,3.5,10,50, |x|<=260",overnight_20260515,0.0,x_over_full_depth,x/full depth,"$x / D_{\rm opp,full}$",mechanics,,,plots/build_evidence_synthesis_figures.py
,,2.2775061124694376,,,2.2524581766401175,2.3025540482987576,mechanics,,,normalizer_curve,-0.2921743455206668,-0.3174603174603174,-0.2604166666666667,409.0,overnight_20260515,"liquidity sweep
L=1.5,2,3.5,10,50, |x|<=260",overnight_20260515,0.0,x_over_full_depth,x/full depth,"$x / D_{\rm opp,full}$",mechanics,,,plots/build_evidence_synthesis_figures.py
,,1.584975369458128,,,1.5657512644578413,1.604199474458415,mechanics,,,normalizer_curve,-0.2024753821398059,-0.2597402597402597,-0.1875732708089097,406.0,overnight_20260515,"liquidity sweep
L=1.5,2,3.5,10,50, |x|<=260",overnight_20260515,0.0,x_over_full_depth,x/full depth,"$x / D_{\rm opp,full}$",mechanics,,,plots/build_evidence_synthesis_figures.py
,,1.3242574257425743,,,1.2994783264822514,1.3490365250028973,mechanics,,,normalizer_curve,-0.1510543879326562,-0.1873536299765808,-0.1207243460764587,404.0,overnight_20260515,"liquidity sweep
L=1.5,2,3.5,10,50, |x|<=260",overnight_20260515,0.0,x_over_full_depth,x/full depth,"$x / D_{\rm opp,full}$",mechanics,,,plots/build_evidence_synthesis_figures.py
,,1.0153061224489797,,,1.0054089529448045,1.0252032919531548,mechanics,,,normalizer_curve,-0.1151700449266418,-0.1204819277108433,-0.1078390709249274,392.0,overnight_20260515,"liquidity sweep
L=1.5,2,3.5,10,50, |x|<=260",overnight_20260515,0.0,x_over_full_depth,x/full depth,"$x / D_{\rm opp,full}$",mechanics,,,plots/build_evidence_synthesis_figures.py
,,0.9595588235294118,,,0.9442860591649428,0.9748315878938808,mechanics,,,normalizer_curve,-0.0846953172042744,-0.1077943615257048,-0.070754716981132,408.0,overnight_20260515,"liquidity sweep
L=1.5,2,3.5,10,50, |x|<=260",overnight_20260515,0.0,x_over_full_depth,x/full depth,"$x / D_{\rm opp,full}$",mechanics,,,plots/build_evidence_synthesis_figures.py
,,0.9547619047619048,,,0.941028024598853,0.9684957849249566,mechanics,,,normalizer_curve,-0.0662458207133466,-0.0706713780918728,-0.0608519269776876,420.0,overnight_20260515,"liquidity sweep
L=1.5,2,3.5,10,50, |x|<=260",overnight_20260515,0.0,x_over_full_depth,x/full depth,"$x / D_{\rm opp,full}$",mechanics,,,plots/build_evidence_synthesis_figures.py
,,0.5476190476190477,,,0.5331993204528832,0.5620387747852121,mechanics,,,normalizer_curve,-0.0453819016325791,-0.0607287449392712,-0.0354609929078014,399.0,overnight_20260515,"liquidity sweep
L=1.5,2,3.5,10,50, |x|<=260",overnight_20260515,0.0,x_over_full_depth,x/full depth,"$x / D_{\rm opp,full}$",mechanics,,,plots/build_evidence_synthesis_figures.py
,,0.4680589680589681,,,0.4552250688801593,0.4808928672377768,mechanics,,,normalizer_curve,-0.0291997235086951,-0.0354191263282172,-0.024906600249066,407.0,overnight_20260515,"liquidity sweep
L=1.5,2,3.5,10,50, |x|<=260",overnight_20260515,0.0,x_over_full_depth,x/full depth,"$x / D_{\rm opp,full}$",mechanics,,,plots/build_evidence_synthesis_figures.py
,,0.4951338199513382,,,0.4883978681186819,0.5018697717839944,mechanics,,,normalizer_curve,-0.0226040244504715,-0.0248962655601659,-0.0204498977505112,411.0,overnight_20260515,"liquidity sweep
L=1.5,2,3.5,10,50, |x|<=260",overnight_20260515,0.0,x_over_full_depth,x/full depth,"$x / D_{\rm opp,full}$",mechanics,,,plots/build_evidence_synthesis_figures.py
,,0.1670792079207921,,,0.1440523218748058,0.1901060939667783,mechanics,,,normalizer_curve,-0.0157680485657583,-0.0204081632653061,-0.0124636476942251,404.0,overnight_20260515,"liquidity sweep
L=1.5,2,3.5,10,50, |x|<=260",overnight_20260515,0.0,x_over_full_depth,x/full depth,"$x / D_{\rm opp,full}$",mechanics,,,plots/build_evidence_synthesis_figures.py
,,0.0928217821782178,,,0.0738407087966167,0.1118028555598188,mechanics,,,normalizer_curve,-0.0118348470054337,-0.0124584717607973,-0.0083035788424811,404.0,overnight_20260515,"liquidity sweep
L=1.5,2,3.5,10,50, |x|<=260",overnight_20260515,0.0,x_over_full_depth,x/full depth,"$x / D_{\rm opp,full}$",mechanics,,,plots/build_evidence_synthesis_figures.py
,,0.0,,,0.0,0.0,mechanics,,,normalizer_curve,-0.0064480180002452,-0.0083028894055131,-0.0041597337770382,410.0,overnight_20260515,"liquidity sweep
L=1.5,2,3.5,10,50, |x|<=260",overnight_20260515,0.0,x_over_full_depth,x/full depth,"$x / D_{\rm opp,full}$",mechanics,,,plots/build_evidence_synthesis_figures.py
,,0.0,,,0.0,0.0,mechanics,,,normalizer_curve,-0.0032574208448461,-0.0041580041580041,-0.0008307027745472,410.0,overnight_20260515,"liquidity sweep
L=1.5,2,3.5,10,50, |x|<=260",overnight_20260515,0.0,x_over_full_depth,x/full depth,"$x / D_{\rm opp,full}$",mechanics,,,plots/build_evidence_synthesis_figures.py
,,0.0,,,0.0,0.0,mechanics,,,normalizer_curve,-8.178156837095992e-06,-0.0008306337735692,0.0008304958059961,406.0,overnight_20260515,"liquidity sweep
L=1.5,2,3.5,10,50, |x|<=260",overnight_20260515,0.0,x_over_full_depth,x/full depth,"$x / D_{\rm opp,full}$",mechanics,,,plots/build_evidence_synthesis_figures.py
,,0.0,,,0.0,0.0,mechanics,,,normalizer_curve,0.0032210979785774,0.0008305647840531,0.0041580041580041,408.0,overnight_20260515,"liquidity sweep
L=1.5,2,3.5,10,50, |x|<=260",overnight_20260515,0.0,x_over_full_depth,x/full depth,"$x / D_{\rm opp,full}$",mechanics,,,plots/build_evidence_synthesis_figures.py
,,0.0,,,0.0,0.0,mechanics,,,normalizer_curve,0.0063686865052718,0.0041597337770382,0.008302200083022,406.0,overnight_20260515,"liquidity sweep
L=1.5,2,3.5,10,50, |x|<=260",overnight_20260515,0.0,x_over_full_depth,x/full depth,"$x / D_{\rm opp,full}$",mechanics,,,plots/build_evidence_synthesis_figures.py
,,-0.0664160401002506,,,-0.0830880372804571,-0.049744042920044,mechanics,,,normalizer_curve,0.0117333288115425,0.0083028894055131,0.0124584717607973,399.0,overnight_20260515,"liquidity sweep
L=1.5,2,3.5,10,50, |x|<=260",overnight_20260515,0.0,x_over_full_depth,x/full depth,"$x / D_{\rm opp,full}$",mechanics,,,plots/build_evidence_synthesis_figures.py
,,-0.1532846715328467,,,-0.1755998327112827,-0.1309695103544106,mechanics,,,normalizer_curve,0.0155547430736775,0.0124636476942251,0.0204498977505112,411.0,overnight_20260515,"liquidity sweep
L=1.5,2,3.5,10,50, |x|<=260",overnight_20260515,0.0,x_over_full_depth,x/full depth,"$x / D_{\rm opp,full}$",mechanics,,,plots/build_evidence_synthesis_figures.py
,,-0.4926289926289926,,,-0.4994100369903629,-0.4858479482676223,mechanics,,,normalizer_curve,0.022511544092135,0.0204918032786885,0.0248962655601659,407.0,overnight_20260515,"liquidity sweep
L=1.5,2,3.5,10,50, |x|<=260",overnight_20260515,0.0,x_over_full_depth,x/full depth,"$x / D_{\rm opp,full}$",mechanics,,,plots/build_evidence_synthesis_figures.py
,,-0.456575682382134,,,-0.4727189274146287,-0.4404324373496392,mechanics,,,normalizer_curve,0.0287460727784203,0.024906600249066,0.035377358490566,403.0,overnight_20260515,"liquidity sweep
L=1.5,2,3.5,10,50, |x|<=260",overnight_20260515,0.0,x_over_full_depth,x/full depth,"$x / D_{\rm opp,full}$",mechanics,,,plots/build_evidence_synthesis_figures.py
,,-0.5389294403892944,,,-0.5518978559792048,-0.5259610247993839,mechanics,,,normalizer_curve,0.0448400869107573,0.0354191263282172,0.0607287449392712,411.0,overnight_20260515,"liquidity sweep
L=1.5,2,3.5,10,50, |x|<=260",overnight_20260515,0.0,x_over_full_depth,x/full depth,"$x / D_{\rm opp,full}$",mechanics,,,plots/build_evidence_synthesis_figures.py
,,-0.96356783919598,,,-0.9768185756379464,-0.9503171027540136,mechanics,,,normalizer_curve,0.0660005815397072,0.0608519269776876,0.0705882352941176,398.0,overnight_20260515,"liquidity sweep
L=1.5,2,3.5,10,50, |x|<=260",overnight_20260515,0.0,x_over_full_depth,x/full depth,"$x / D_{\rm opp,full}$",mechanics,,,plots/build_evidence_synthesis_figures.py
,,-0.941031941031941,,,-0.9584732405337396,-0.9235906415301424,mechanics,,,normalizer_curve,0.0820259435461334,0.0706713780918728,0.1077496891835888,407.0,overnight_20260515,"liquidity sweep
L=1.5,2,3.5,10,50, |x|<=260",overnight_20260515,0.0,x_over_full_depth,x/full depth,"$x / D_{\rm opp,full}$",mechanics,,,plots/build_evidence_synthesis_figures.py
,,-1.0120481927710845,,,-1.020155706997696,-1.0039406785444724,mechanics,,,normalizer_curve,0.1146750411696028,0.1077943615257048,0.1202404809619238,415.0,overnight_20260515,"liquidity sweep
L=1.5,2,3.5,10,50, |x|<=260",overnight_20260515,0.0,x_over_full_depth,x/full depth,"$x / D_{\rm opp,full}$",mechanics,,,plots/build_evidence_synthesis_figures.py
,,-1.309823677581864,,,-1.3352185950877762,-1.2844287600759516,mechanics,,,normalizer_curve,0.1493378812583023,0.1204819277108433,0.1873536299765808,397.0,overnight_20260515,"liquidity sweep
L=1.5,2,3.5,10,50, |x|<=260",overnight_20260515,0.0,x_over_full_depth,x/full depth,"$x / D_{\rm opp,full}$",mechanics,,,plots/build_evidence_synthesis_figures.py
,,-1.5903614457831323,,,-1.609193740322596,-1.571529151243669,mechanics,,,normalizer_curve,0.2019830582871297,0.1875732708089097,0.2590673575129533,415.0,overnight_20260515,"liquidity sweep
L=1.5,2,3.5,10,50, |x|<=260",overnight_20260515,0.0,x_over_full_depth,x/full depth,"$x / D_{\rm opp,full}$",mechanics,,,plots/build_evidence_synthesis_figures.py
,,-2.2542997542997543,,,-2.282999713248308,-2.2255997953512003,mechanics,,,normalizer_curve,0.291001179501517,0.2597402597402597,0.3162055335968379,407.0,overnight_20260515,"liquidity sweep
L=1.5,2,3.5,10,50, |x|<=260",overnight_20260515,0.0,x_over_full_depth,x/full depth,"$x / D_{\rm opp,full}$",mechanics,,,plots/build_evidence_synthesis_figures.py
,,-2.7450980392156863,,,-2.774152771874106,-2.7160433065572667,mechanics,,,normalizer_curve,0.3831353155221414,0.3168316831683168,0.5098039215686274,408.0,overnight_20260515,"liquidity sweep
L=1.5,2,3.5,10,50, |x|<=260",overnight_20260515,0.0,x_over_full_depth,x/full depth,"$x / D_{\rm opp,full}$",mechanics,,,plots/build_evidence_synthesis_figures.py
,,-4.152334152334152,,,-4.211985465911357,-4.092682838756947,mechanics,,,normalizer_curve,0.613097793547305,0.5118110236220472,0.7602339181286549,407.0,overnight_20260515,"liquidity sweep
L=1.5,2,3.5,10,50, |x|<=260",overnight_20260515,0.0,x_over_full_depth,x/full depth,"$x / D_{\rm opp,full}$",mechanics,,,plots/build_evidence_synthesis_figures.py
,,,,,,,,,,normalizer_fit,,,,,,,,,x_lots,,,,0.6877565089884085,-0.0097975307005919,plots/build_evidence_synthesis_figures.py
,,,,,,,,,,normalizer_fit,,,,,,,,,x_over_full_depth,,,,0.9704029126740767,-7.267790724107362,plots/build_evidence_synthesis_figures.py
