x,x_min,x_max,mean,ci_low,ci_high,n,setting_id,setting_label,source_run_name,horizon,proxy,proxy_label,proxy_long_label,outcome,outcome_label
-11.892826416874469,-21.171432336980033,-10.129249603154006,5.88479262672811,5.828532017959888,5.941053235496333,217.0,extended_ladder_20260514_140026_medium,"medium
L=2,3.5, |x|<=420",extended_ladder_20260514_140026_medium,0.0,x_over_weighted_depth,x/weighted depth,"$x / D_{\rm opp,wtd}$",total_impact,total impact
-8.549960094772171,-10.126720715943776,-7.54428848727071,4.3663594470046085,4.279938956520736,4.452779937488481,217.0,extended_ladder_20260514_140026_medium,"medium
L=2,3.5, |x|<=420",extended_ladder_20260514_140026_medium,0.0,x_over_weighted_depth,x/weighted depth,"$x / D_{\rm opp,wtd}$",total_impact,total impact
-6.918117575503371,-7.5419170149880985,-6.495450215069807,3.596774193548387,3.5395401888098053,3.6540081982869688,217.0,extended_ladder_20260514_140026_medium,"medium
L=2,3.5, |x|<=420",extended_ladder_20260514_140026_medium,0.0,x_over_weighted_depth,x/weighted depth,"$x / D_{\rm opp,wtd}$",total_impact,total impact
-5.937500552761704,-6.495253633548717,-5.321500825161723,3.1689814814814814,3.12388733958909,3.2140756233738728,216.0,extended_ladder_20260514_140026_medium,"medium
L=2,3.5, |x|<=420",extended_ladder_20260514_140026_medium,0.0,x_over_weighted_depth,x/weighted depth,"$x / D_{\rm opp,wtd}$",total_impact,total impact
-4.9669083083971906,-5.3152651358015515,-4.684017663560578,2.7027649769585254,2.6632219753430646,2.742307978573986,217.0,extended_ladder_20260514_140026_medium,"medium
L=2,3.5, |x|<=420",extended_ladder_20260514_140026_medium,0.0,x_over_weighted_depth,x/weighted depth,"$x / D_{\rm opp,wtd}$",total_impact,total impact
-4.119282013861426,-4.683000633230077,-3.4414178673608617,2.274193548387097,2.2308371416054182,2.3175499551687757,217.0,extended_ladder_20260514_140026_medium,"medium
L=2,3.5, |x|<=420",extended_ladder_20260514_140026_medium,0.0,x_over_weighted_depth,x/weighted depth,"$x / D_{\rm opp,wtd}$",total_impact,total impact
-3.235328856297157,-3.4257306381141097,-3.098720879073859,2.0046082949308754,1.9982363253470474,2.0109802645147035,217.0,extended_ladder_20260514_140026_medium,"medium
L=2,3.5, |x|<=420",extended_ladder_20260514_140026_medium,0.0,x_over_weighted_depth,x/weighted depth,"$x / D_{\rm opp,wtd}$",total_impact,total impact
-2.735910209579123,-3.095816208112363,-2.0220735061170236,1.8310185185185186,1.7962872110651398,1.8657498259718974,216.0,extended_ladder_20260514_140026_medium,"medium
L=2,3.5, |x|<=420",extended_ladder_20260514_140026_medium,0.0,x_over_weighted_depth,x/weighted depth,"$x / D_{\rm opp,wtd}$",total_impact,total impact
-1.8884717316204584,-2.0115462817891183,-1.7821085329260584,1.467741935483871,1.4501541397593902,1.4853297312083518,217.0,extended_ladder_20260514_140026_medium,"medium
L=2,3.5, |x|<=420",extended_ladder_20260514_140026_medium,0.0,x_over_weighted_depth,x/weighted depth,"$x / D_{\rm opp,wtd}$",total_impact,total impact
-1.5605055648328285,-1.7817343261984209,-1.095629606992068,1.064516129032258,1.0412638707645352,1.0877683872999808,217.0,extended_ladder_20260514_140026_medium,"medium
L=2,3.5, |x|<=420",extended_ladder_20260514_140026_medium,0.0,x_over_weighted_depth,x/weighted depth,"$x / D_{\rm opp,wtd}$",total_impact,total impact
-0.9732355988900433,-1.088497486607572,-0.9181750130666098,0.9815668202764977,0.9690019617562335,0.9941316787967618,217.0,extended_ladder_20260514_140026_medium,"medium
L=2,3.5, |x|<=420",extended_ladder_20260514_140026_medium,0.0,x_over_weighted_depth,x/weighted depth,"$x / D_{\rm opp,wtd}$",total_impact,total impact
-0.8326840082095733,-0.9174708862050566,-0.7372191868825463,0.8287037037037037,0.7969851682282025,0.8604222391792049,216.0,extended_ladder_20260514_140026_medium,"medium
L=2,3.5, |x|<=420",extended_ladder_20260514_140026_medium,0.0,x_over_weighted_depth,x/weighted depth,"$x / D_{\rm opp,wtd}$",total_impact,total impact
-0.5216350682362223,-0.7368172891875608,-0.4610641164272271,0.5046082949308756,0.4982363253470474,0.5109802645147037,217.0,extended_ladder_20260514_140026_medium,"medium
L=2,3.5, |x|<=420",extended_ladder_20260514_140026_medium,0.0,x_over_weighted_depth,x/weighted depth,"$x / D_{\rm opp,wtd}$",total_impact,total impact
-0.3373959607415572,-0.46088730431700425,-0.25981340699385547,0.4792626728110599,0.4659675489262653,0.4925577966958545,217.0,extended_ladder_20260514_140026_medium,"medium
L=2,3.5, |x|<=420",extended_ladder_20260514_140026_medium,0.0,x_over_weighted_depth,x/weighted depth,"$x / D_{\rm opp,wtd}$",total_impact,total impact
-0.19451078496640517,-0.25917893663231906,-0.15694709538494747,0.3087557603686636,0.2763493511652446,0.34116216957208256,217.0,extended_ladder_20260514_140026_medium,"medium
L=2,3.5, |x|<=420",extended_ladder_20260514_140026_medium,0.0,x_over_weighted_depth,x/weighted depth,"$x / D_{\rm opp,wtd}$",total_impact,total impact
-0.0019919542012809504,-0.15688027002055185,0.15646616812979275,0.004672897196261682,-0.0017881874228981715,0.011133981815421535,214.0,extended_ladder_20260514_140026_medium,"medium
L=2,3.5, |x|<=420",extended_ladder_20260514_140026_medium,0.0,x_over_weighted_depth,x/weighted depth,"$x / D_{\rm opp,wtd}$",total_impact,total impact
0.19186209558815245,0.1566482137525352,0.2561726828363513,-0.2579908675799087,-0.2911608978942116,-0.22482083726560578,219.0,extended_ladder_20260514_140026_medium,"medium
L=2,3.5, |x|<=420",extended_ladder_20260514_140026_medium,0.0,x_over_weighted_depth,x/weighted depth,"$x / D_{\rm opp,wtd}$",total_impact,total impact
0.33782499926995635,0.25638253416756535,0.4618980432680617,-0.4976958525345622,-0.5022119815668202,-0.49317972350230416,217.0,extended_ladder_20260514_140026_medium,"medium
L=2,3.5, |x|<=420",extended_ladder_20260514_140026_medium,0.0,x_over_weighted_depth,x/weighted depth,"$x / D_{\rm opp,wtd}$",total_impact,total impact
0.5215358968143321,0.4621671520575872,0.7133635037145777,-0.5023041474654378,-0.5124212023812509,-0.49218709254962484,217.0,extended_ladder_20260514_140026_medium,"medium
L=2,3.5, |x|<=420",extended_ladder_20260514_140026_medium,0.0,x_over_weighted_depth,x/weighted depth,"$x / D_{\rm opp,wtd}$",total_impact,total impact
0.8189227484586586,0.7144535626748216,0.9118539464367469,-0.8009259259259259,-0.8336429652773585,-0.7682088865744934,216.0,extended_ladder_20260514_140026_medium,"medium
L=2,3.5, |x|<=420",extended_ladder_20260514_140026_medium,0.0,x_over_weighted_depth,x/weighted depth,"$x / D_{\rm opp,wtd}$",total_impact,total impact
0.9700309962643764,0.912366682804539,1.1607939717244342,-0.9976958525345622,-1.0022119815668202,-0.9931797235023041,217.0,extended_ladder_20260514_140026_medium,"medium
L=2,3.5, |x|<=420",extended_ladder_20260514_140026_medium,0.0,x_over_weighted_depth,x/weighted depth,"$x / D_{\rm opp,wtd}$",total_impact,total impact
1.55663219802351,1.2403648588360217,1.7581156258279007,-1.0414746543778801,-1.0647796435214305,-1.0181696652343297,217.0,extended_ladder_20260514_140026_medium,"medium
L=2,3.5, |x|<=420",extended_ladder_20260514_140026_medium,0.0,x_over_weighted_depth,x/weighted depth,"$x / D_{\rm opp,wtd}$",total_impact,total impact
1.8775451363336781,1.7606503826329283,1.9993199293632835,-1.476958525345622,-1.4909390876410036,-1.4629779630502406,217.0,extended_ladder_20260514_140026_medium,"medium
L=2,3.5, |x|<=420",extended_ladder_20260514_140026_medium,0.0,x_over_weighted_depth,x/weighted depth,"$x / D_{\rm opp,wtd}$",total_impact,total impact
2.7459118971874563,1.9998206003238115,3.086280727620287,-1.8518518518518519,-1.8843398309347634,-1.8193638727689403,216.0,extended_ladder_20260514_140026_medium,"medium
L=2,3.5, |x|<=420",extended_ladder_20260514_140026_medium,0.0,x_over_weighted_depth,x/weighted depth,"$x / D_{\rm opp,wtd}$",total_impact,total impact
3.212248915974845,3.0874257250714443,3.3788409175184686,-1.9953917050691243,-2.011060158828547,-1.9797232513097018,217.0,extended_ladder_20260514_140026_medium,"medium
L=2,3.5, |x|<=420",extended_ladder_20260514_140026_medium,0.0,x_over_weighted_depth,x/weighted depth,"$x / D_{\rm opp,wtd}$",total_impact,total impact
4.101058085756626,3.3863794424345173,4.665703291500464,-2.3179723502304146,-2.364628899023739,-2.27131580143709,217.0,extended_ladder_20260514_140026_medium,"medium
L=2,3.5, |x|<=420",extended_ladder_20260514_140026_medium,0.0,x_over_weighted_depth,x/weighted depth,"$x / D_{\rm opp,wtd}$",total_impact,total impact
4.937915564169935,4.668234161311643,5.274539802701962,-2.695852534562212,-2.7336446771318603,-2.658060391992564,217.0,extended_ladder_20260514_140026_medium,"medium
L=2,3.5, |x|<=420",extended_ladder_20260514_140026_medium,0.0,x_over_weighted_depth,x/weighted depth,"$x / D_{\rm opp,wtd}$",total_impact,total impact
5.913808253324619,5.275371488757076,6.507349848463982,-3.162037037037037,-3.208705629685589,-3.1153684443884853,216.0,extended_ladder_20260514_140026_medium,"medium
L=2,3.5, |x|<=420",extended_ladder_20260514_140026_medium,0.0,x_over_weighted_depth,x/weighted depth,"$x / D_{\rm opp,wtd}$",total_impact,total impact
6.8813973447417,6.508561596876505,7.491703561624082,-3.633640552995392,-3.6909866327224394,-3.5762944732683444,217.0,extended_ladder_20260514_140026_medium,"medium
L=2,3.5, |x|<=420",extended_ladder_20260514_140026_medium,0.0,x_over_weighted_depth,x/weighted depth,"$x / D_{\rm opp,wtd}$",total_impact,total impact
8.533164041844131,7.493119965543622,10.173976375431636,-4.453917050691245,-4.556357330212088,-4.351476771170401,217.0,extended_ladder_20260514_140026_medium,"medium
L=2,3.5, |x|<=420",extended_ladder_20260514_140026_medium,0.0,x_over_weighted_depth,x/weighted depth,"$x / D_{\rm opp,wtd}$",total_impact,total impact
12.40732639435804,10.184374319756252,26.24325482288007,-5.7695852534562215,-5.862563825385128,-5.676606681527315,217.0,extended_ladder_20260514_140026_medium,"medium
L=2,3.5, |x|<=420",extended_ladder_20260514_140026_medium,0.0,x_over_weighted_depth,x/weighted depth,"$x / D_{\rm opp,wtd}$",total_impact,total impact
-11.892826416874469,-21.171432336980033,-10.129249603154006,5.880184331797235,5.220025597786216,6.540343065808254,217.0,extended_ladder_20260514_140026_medium,"medium
L=2,3.5, |x|<=420",extended_ladder_20260514_140026_medium,10.0,x_over_weighted_depth,x/weighted depth,"$x / D_{\rm opp,wtd}$",total_impact,total impact
-8.549960094772171,-10.126720715943776,-7.54428848727071,4.140552995391705,3.6473467357626057,4.633759255020804,217.0,extended_ladder_20260514_140026_medium,"medium
L=2,3.5, |x|<=420",extended_ladder_20260514_140026_medium,10.0,x_over_weighted_depth,x/weighted depth,"$x / D_{\rm opp,wtd}$",total_impact,total impact
-6.918117575503371,-7.5419170149880985,-6.495450215069807,3.377880184331797,2.9608442928888556,3.7949160757747387,217.0,extended_ladder_20260514_140026_medium,"medium
L=2,3.5, |x|<=420",extended_ladder_20260514_140026_medium,10.0,x_over_weighted_depth,x/weighted depth,"$x / D_{\rm opp,wtd}$",total_impact,total impact
-5.937500552761704,-6.495253633548717,-5.321500825161723,3.1666666666666665,2.7993531193630985,3.5339802139702345,216.0,extended_ladder_20260514_140026_medium,"medium
L=2,3.5, |x|<=420",extended_ladder_20260514_140026_medium,10.0,x_over_weighted_depth,x/weighted depth,"$x / D_{\rm opp,wtd}$",total_impact,total impact
-4.9669083083971906,-5.3152651358015515,-4.684017663560578,2.5622119815668203,2.2516337728075477,2.872790190326093,217.0,extended_ladder_20260514_140026_medium,"medium
L=2,3.5, |x|<=420",extended_ladder_20260514_140026_medium,10.0,x_over_weighted_depth,x/weighted depth,"$x / D_{\rm opp,wtd}$",total_impact,total impact
-4.119282013861426,-4.683000633230077,-3.4414178673608617,2.186635944700461,1.920499555822741,2.452772333578181,217.0,extended_ladder_20260514_140026_medium,"medium
L=2,3.5, |x|<=420",extended_ladder_20260514_140026_medium,10.0,x_over_weighted_depth,x/weighted depth,"$x / D_{\rm opp,wtd}$",total_impact,total impact
-3.235328856297157,-3.4257306381141097,-3.098720879073859,1.7488479262672811,1.5199873969790012,1.977708455555561,217.0,extended_ladder_20260514_140026_medium,"medium
L=2,3.5, |x|<=420",extended_ladder_20260514_140026_medium,10.0,x_over_weighted_depth,x/weighted depth,"$x / D_{\rm opp,wtd}$",total_impact,total impact
-2.735910209579123,-3.095816208112363,-2.0220735061170236,1.7291666666666667,1.5107113656058209,1.9476219677275126,216.0,extended_ladder_20260514_140026_medium,"medium
L=2,3.5, |x|<=420",extended_ladder_20260514_140026_medium,10.0,x_over_weighted_depth,x/weighted depth,"$x / D_{\rm opp,wtd}$",total_impact,total impact
-1.8884717316204584,-2.0115462817891183,-1.7821085329260584,1.3341013824884793,1.1575006753379653,1.5107020896389933,217.0,extended_ladder_20260514_140026_medium,"medium
L=2,3.5, |x|<=420",extended_ladder_20260514_140026_medium,10.0,x_over_weighted_depth,x/weighted depth,"$x / D_{\rm opp,wtd}$",total_impact,total impact
-1.5605055648328285,-1.7817343261984209,-1.095629606992068,0.9953917050691244,0.8554348766385894,1.1353485334996596,217.0,extended_ladder_20260514_140026_medium,"medium
L=2,3.5, |x|<=420",extended_ladder_20260514_140026_medium,10.0,x_over_weighted_depth,x/weighted depth,"$x / D_{\rm opp,wtd}$",total_impact,total impact
-0.9732355988900433,-1.088497486607572,-0.9181750130666098,0.7995391705069125,0.6795961591549623,0.9194821818588627,217.0,extended_ladder_20260514_140026_medium,"medium
L=2,3.5, |x|<=420",extended_ladder_20260514_140026_medium,10.0,x_over_weighted_depth,x/weighted depth,"$x / D_{\rm opp,wtd}$",total_impact,total impact
-0.8326840082095733,-0.9174708862050566,-0.7372191868825463,0.8101851851851852,0.6965075746706544,0.9238627956997161,216.0,extended_ladder_20260514_140026_medium,"medium
L=2,3.5, |x|<=420",extended_ladder_20260514_140026_medium,10.0,x_over_weighted_depth,x/weighted depth,"$x / D_{\rm opp,wtd}$",total_impact,total impact
-0.5216350682362223,-0.7368172891875608,-0.4610641164272271,0.41705069124423966,0.348099908028735,0.48600147445974434,217.0,extended_ladder_20260514_140026_medium,"medium
L=2,3.5, |x|<=420",extended_ladder_20260514_140026_medium,10.0,x_over_weighted_depth,x/weighted depth,"$x / D_{\rm opp,wtd}$",total_impact,total impact
-0.3373959607415572,-0.46088730431700425,-0.25981340699385547,0.3640552995391705,0.2973811179763661,0.43072948110197484,217.0,extended_ladder_20260514_140026_medium,"medium
L=2,3.5, |x|<=420",extended_ladder_20260514_140026_medium,10.0,x_over_weighted_depth,x/weighted depth,"$x / D_{\rm opp,wtd}$",total_impact,total impact
-0.19451078496640517,-0.25917893663231906,-0.15694709538494747,0.3709677419354839,0.3083195440287016,0.43361593984226615,217.0,extended_ladder_20260514_140026_medium,"medium
L=2,3.5, |x|<=420",extended_ladder_20260514_140026_medium,10.0,x_over_weighted_depth,x/weighted depth,"$x / D_{\rm opp,wtd}$",total_impact,total impact
-0.0019919542012809504,-0.15688027002055185,0.15646616812979275,-0.02102803738317757,-0.08920745688534176,0.04715138211898662,214.0,extended_ladder_20260514_140026_medium,"medium
L=2,3.5, |x|<=420",extended_ladder_20260514_140026_medium,10.0,x_over_weighted_depth,x/weighted depth,"$x / D_{\rm opp,wtd}$",total_impact,total impact
0.19186209558815245,0.1566482137525352,0.2561726828363513,-0.3493150684931507,-0.40984109707973554,-0.28878903990656585,219.0,extended_ladder_20260514_140026_medium,"medium
L=2,3.5, |x|<=420",extended_ladder_20260514_140026_medium,10.0,x_over_weighted_depth,x/weighted depth,"$x / D_{\rm opp,wtd}$",total_impact,total impact
0.33782499926995635,0.25638253416756535,0.4618980432680617,-0.347926267281106,-0.4168619851245358,-0.27899054943767615,217.0,extended_ladder_20260514_140026_medium,"medium
L=2,3.5, |x|<=420",extended_ladder_20260514_140026_medium,10.0,x_over_weighted_depth,x/weighted depth,"$x / D_{\rm opp,wtd}$",total_impact,total impact
0.5215358968143321,0.4621671520575872,0.7133635037145777,-0.4400921658986175,-0.5064469398470289,-0.373737391950206,217.0,extended_ladder_20260514_140026_medium,"medium
L=2,3.5, |x|<=420",extended_ladder_20260514_140026_medium,10.0,x_over_weighted_depth,x/weighted depth,"$x / D_{\rm opp,wtd}$",total_impact,total impact
0.8189227484586586,0.7144535626748216,0.9118539464367469,-0.7199074074074074,-0.8291645277458923,-0.6106502870689225,216.0,extended_ladder_20260514_140026_medium,"medium
L=2,3.5, |x|<=420",extended_ladder_20260514_140026_medium,10.0,x_over_weighted_depth,x/weighted depth,"$x / D_{\rm opp,wtd}$",total_impact,total impact
0.9700309962643764,0.912366682804539,1.1607939717244342,-0.8594470046082949,-0.9791961997390294,-0.7396978094775605,217.0,extended_ladder_20260514_140026_medium,"medium
L=2,3.5, |x|<=420",extended_ladder_20260514_140026_medium,10.0,x_over_weighted_depth,x/weighted depth,"$x / D_{\rm opp,wtd}$",total_impact,total impact
1.55663219802351,1.2403648588360217,1.7581156258279007,-1.0115207373271888,-1.148884438399271,-0.8741570362551069,217.0,extended_ladder_20260514_140026_medium,"medium
L=2,3.5, |x|<=420",extended_ladder_20260514_140026_medium,10.0,x_over_weighted_depth,x/weighted depth,"$x / D_{\rm opp,wtd}$",total_impact,total impact
1.8775451363336781,1.7606503826329283,1.9993199293632835,-1.304147465437788,-1.4776814062008414,-1.1306135246747346,217.0,extended_ladder_20260514_140026_medium,"medium
L=2,3.5, |x|<=420",extended_ladder_20260514_140026_medium,10.0,x_over_weighted_depth,x/weighted depth,"$x / D_{\rm opp,wtd}$",total_impact,total impact
2.7459118971874563,1.9998206003238115,3.086280727620287,-1.7337962962962963,-1.9560128982026854,-1.5115796943899071,216.0,extended_ladder_20260514_140026_medium,"medium
L=2,3.5, |x|<=420",extended_ladder_20260514_140026_medium,10.0,x_over_weighted_depth,x/weighted depth,"$x / D_{\rm opp,wtd}$",total_impact,total impact
3.212248915974845,3.0874257250714443,3.3788409175184686,-1.7165898617511521,-1.9427953037558112,-1.490384419746493,217.0,extended_ladder_20260514_140026_medium,"medium
L=2,3.5, |x|<=420",extended_ladder_20260514_140026_medium,10.0,x_over_weighted_depth,x/weighted depth,"$x / D_{\rm opp,wtd}$",total_impact,total impact
4.101058085756626,3.3863794424345173,4.665703291500464,-2.2788018433179724,-2.552183119622302,-2.0054205670136427,217.0,extended_ladder_20260514_140026_medium,"medium
L=2,3.5, |x|<=420",extended_ladder_20260514_140026_medium,10.0,x_over_weighted_depth,x/weighted depth,"$x / D_{\rm opp,wtd}$",total_impact,total impact
4.937915564169935,4.668234161311643,5.274539802701962,-2.5691244239631335,-2.8806318602734615,-2.2576169876528054,217.0,extended_ladder_20260514_140026_medium,"medium
L=2,3.5, |x|<=420",extended_ladder_20260514_140026_medium,10.0,x_over_weighted_depth,x/weighted depth,"$x / D_{\rm opp,wtd}$",total_impact,total impact
5.913808253324619,5.275371488757076,6.507349848463982,-2.9953703703703702,-3.3570665555580255,-2.633674185182715,216.0,extended_ladder_20260514_140026_medium,"medium
L=2,3.5, |x|<=420",extended_ladder_20260514_140026_medium,10.0,x_over_weighted_depth,x/weighted depth,"$x / D_{\rm opp,wtd}$",total_impact,total impact
6.8813973447417,6.508561596876505,7.491703561624082,-3.52073732718894,-3.9464907859311325,-3.0949838684467474,217.0,extended_ladder_20260514_140026_medium,"medium
L=2,3.5, |x|<=420",extended_ladder_20260514_140026_medium,10.0,x_over_weighted_depth,x/weighted depth,"$x / D_{\rm opp,wtd}$",total_impact,total impact
8.533164041844131,7.493119965543622,10.173976375431636,-4.481566820276497,-5.011653310295079,-3.951480330257916,217.0,extended_ladder_20260514_140026_medium,"medium
L=2,3.5, |x|<=420",extended_ladder_20260514_140026_medium,10.0,x_over_weighted_depth,x/weighted depth,"$x / D_{\rm opp,wtd}$",total_impact,total impact
12.40732639435804,10.184374319756252,26.24325482288007,-5.767281105990784,-6.430666887616695,-5.103895324364872,217.0,extended_ladder_20260514_140026_medium,"medium
L=2,3.5, |x|<=420",extended_ladder_20260514_140026_medium,10.0,x_over_weighted_depth,x/weighted depth,"$x / D_{\rm opp,wtd}$",total_impact,total impact
-11.892826416874469,-21.171432336980033,-10.129249603154006,5.967741935483871,5.344863783701163,6.590620087266579,217.0,extended_ladder_20260514_140026_medium,"medium
L=2,3.5, |x|<=420",extended_ladder_20260514_140026_medium,30.0,x_over_weighted_depth,x/weighted depth,"$x / D_{\rm opp,wtd}$",total_impact,total impact
-8.549960094772171,-10.126720715943776,-7.54428848727071,4.073732718894009,3.6308850438602045,4.516580393927813,217.0,extended_ladder_20260514_140026_medium,"medium
L=2,3.5, |x|<=420",extended_ladder_20260514_140026_medium,30.0,x_over_weighted_depth,x/weighted depth,"$x / D_{\rm opp,wtd}$",total_impact,total impact
-6.918117575503371,-7.5419170149880985,-6.495450215069807,3.225806451612903,2.8593011528210965,3.5923117504047095,217.0,extended_ladder_20260514_140026_medium,"medium
L=2,3.5, |x|<=420",extended_ladder_20260514_140026_medium,30.0,x_over_weighted_depth,x/weighted depth,"$x / D_{\rm opp,wtd}$",total_impact,total impact
-5.937500552761704,-6.495253633548717,-5.321500825161723,2.9652777777777777,2.6508051396620638,3.2797504158934916,216.0,extended_ladder_20260514_140026_medium,"medium
L=2,3.5, |x|<=420",extended_ladder_20260514_140026_medium,30.0,x_over_weighted_depth,x/weighted depth,"$x / D_{\rm opp,wtd}$",total_impact,total impact
-4.9669083083971906,-5.3152651358015515,-4.684017663560578,2.412442396313364,2.1509434604607742,2.6739413321659535,217.0,extended_ladder_20260514_140026_medium,"medium
L=2,3.5, |x|<=420",extended_ladder_20260514_140026_medium,30.0,x_over_weighted_depth,x/weighted depth,"$x / D_{\rm opp,wtd}$",total_impact,total impact
-4.119282013861426,-4.683000633230077,-3.4414178673608617,2.0276497695852536,1.8017137255298803,2.2535858136406266,217.0,extended_ladder_20260514_140026_medium,"medium
L=2,3.5, |x|<=420",extended_ladder_20260514_140026_medium,30.0,x_over_weighted_depth,x/weighted depth,"$x / D_{\rm opp,wtd}$",total_impact,total impact
-3.235328856297157,-3.4257306381141097,-3.098720879073859,1.599078341013825,1.4246743573211245,1.7734823247065254,217.0,extended_ladder_20260514_140026_medium,"medium
L=2,3.5, |x|<=420",extended_ladder_20260514_140026_medium,30.0,x_over_weighted_depth,x/weighted depth,"$x / D_{\rm opp,wtd}$",total_impact,total impact
-2.735910209579123,-3.095816208112363,-2.0220735061170236,1.5509259259259258,1.3688093155115666,1.733042536340285,216.0,extended_ladder_20260514_140026_medium,"medium
L=2,3.5, |x|<=420",extended_ladder_20260514_140026_medium,30.0,x_over_weighted_depth,x/weighted depth,"$x / D_{\rm opp,wtd}$",total_impact,total impact
-1.8884717316204584,-2.0115462817891183,-1.7821085329260584,1.2096774193548387,1.068346977649417,1.3510078610602605,217.0,extended_ladder_20260514_140026_medium,"medium
L=2,3.5, |x|<=420",extended_ladder_20260514_140026_medium,30.0,x_over_weighted_depth,x/weighted depth,"$x / D_{\rm opp,wtd}$",total_impact,total impact
-1.5605055648328285,-1.7817343261984209,-1.095629606992068,0.847926267281106,0.7334186700422618,0.9624338645199502,217.0,extended_ladder_20260514_140026_medium,"medium
L=2,3.5, |x|<=420",extended_ladder_20260514_140026_medium,30.0,x_over_weighted_depth,x/weighted depth,"$x / D_{\rm opp,wtd}$",total_impact,total impact
-0.9732355988900433,-1.088497486607572,-0.9181750130666098,0.6474654377880185,0.5515358297906802,0.7433950457853568,217.0,extended_ladder_20260514_140026_medium,"medium
L=2,3.5, |x|<=420",extended_ladder_20260514_140026_medium,30.0,x_over_weighted_depth,x/weighted depth,"$x / D_{\rm opp,wtd}$",total_impact,total impact
-0.8326840082095733,-0.9174708862050566,-0.7372191868825463,0.5833333333333334,0.49898836268259406,0.6676783039840727,216.0,extended_ladder_20260514_140026_medium,"medium
L=2,3.5, |x|<=420",extended_ladder_20260514_140026_medium,30.0,x_over_weighted_depth,x/weighted depth,"$x / D_{\rm opp,wtd}$",total_impact,total impact
-0.5216350682362223,-0.7368172891875608,-0.4610641164272271,0.27419354838709675,0.20863762049602985,0.33974947627816365,217.0,extended_ladder_20260514_140026_medium,"medium
L=2,3.5, |x|<=420",extended_ladder_20260514_140026_medium,30.0,x_over_weighted_depth,x/weighted depth,"$x / D_{\rm opp,wtd}$",total_impact,total impact
-0.3373959607415572,-0.46088730431700425,-0.25981340699385547,0.16129032258064516,0.10939849115182698,0.21318215400946333,217.0,extended_ladder_20260514_140026_medium,"medium
L=2,3.5, |x|<=420",extended_ladder_20260514_140026_medium,30.0,x_over_weighted_depth,x/weighted depth,"$x / D_{\rm opp,wtd}$",total_impact,total impact
-0.19451078496640517,-0.25917893663231906,-0.15694709538494747,0.12903225806451613,0.07711495825064127,0.18094955787839098,217.0,extended_ladder_20260514_140026_medium,"medium
L=2,3.5, |x|<=420",extended_ladder_20260514_140026_medium,30.0,x_over_weighted_depth,x/weighted depth,"$x / D_{\rm opp,wtd}$",total_impact,total impact
-0.0019919542012809504,-0.15688027002055185,0.15646616812979275,-0.016355140186915886,-0.0833105439422081,0.050600263568376325,214.0,extended_ladder_20260514_140026_medium,"medium
L=2,3.5, |x|<=420",extended_ladder_20260514_140026_medium,30.0,x_over_weighted_depth,x/weighted depth,"$x / D_{\rm opp,wtd}$",total_impact,total impact
0.19186209558815245,0.1566482137525352,0.2561726828363513,-0.1324200913242009,-0.18598684461290055,-0.07885333803550128,219.0,extended_ladder_20260514_140026_medium,"medium
L=2,3.5, |x|<=420",extended_ladder_20260514_140026_medium,30.0,x_over_weighted_depth,x/weighted depth,"$x / D_{\rm opp,wtd}$",total_impact,total impact
0.33782499926995635,0.25638253416756535,0.4618980432680617,-0.2465437788018433,-0.30420021684282794,-0.18888734076085867,217.0,extended_ladder_20260514_140026_medium,"medium
L=2,3.5, |x|<=420",extended_ladder_20260514_140026_medium,30.0,x_over_weighted_depth,x/weighted depth,"$x / D_{\rm opp,wtd}$",total_impact,total impact
0.5215358968143321,0.4621671520575872,0.7133635037145777,-0.2626728110599078,-0.32573861817054095,-0.19960700394927464,217.0,extended_ladder_20260514_140026_medium,"medium
L=2,3.5, |x|<=420",extended_ladder_20260514_140026_medium,30.0,x_over_weighted_depth,x/weighted depth,"$x / D_{\rm opp,wtd}$",total_impact,total impact
0.8189227484586586,0.7144535626748216,0.9118539464367469,-0.6018518518518519,-0.6894487245677872,-0.5142549791359166,216.0,extended_ladder_20260514_140026_medium,"medium
L=2,3.5, |x|<=420",extended_ladder_20260514_140026_medium,30.0,x_over_weighted_depth,x/weighted depth,"$x / D_{\rm opp,wtd}$",total_impact,total impact
0.9700309962643764,0.912366682804539,1.1607939717244342,-0.684331797235023,-0.7806219647190733,-0.5880416297509727,217.0,extended_ladder_20260514_140026_medium,"medium
L=2,3.5, |x|<=420",extended_ladder_20260514_140026_medium,30.0,x_over_weighted_depth,x/weighted depth,"$x / D_{\rm opp,wtd}$",total_impact,total impact
1.55663219802351,1.2403648588360217,1.7581156258279007,-0.9216589861751152,-1.0383596402602222,-0.8049583320900083,217.0,extended_ladder_20260514_140026_medium,"medium
L=2,3.5, |x|<=420",extended_ladder_20260514_140026_medium,30.0,x_over_weighted_depth,x/weighted depth,"$x / D_{\rm opp,wtd}$",total_impact,total impact
1.8775451363336781,1.7606503826329283,1.9993199293632835,-1.2027649769585254,-1.3470705658286373,-1.0584593880884134,217.0,extended_ladder_20260514_140026_medium,"medium
L=2,3.5, |x|<=420",extended_ladder_20260514_140026_medium,30.0,x_over_weighted_depth,x/weighted depth,"$x / D_{\rm opp,wtd}$",total_impact,total impact
